id,date,time,day,city,area,area_type,weather,crime_type,risk_score,risk_level,latitude,longitude,narrative
1472,2024-09-25,21:30,Wednesday,Delhi,Nehru Place,Residential,Cloudy,Burglary,79.7,High,28.7241,77.0794,"Forced entry and burglary was reported at a residence in Nehru Place, Delhi."
1473,2023-09-06,13:15,Wednesday,Delhi,Connaught Place,Industrial,Rainy,Assault,81.9,High,28.6958,77.055,"A physical assault was reported near a public gathering spot in Connaught Place, Delhi."
1474,2023-02-11,12:30,Saturday,Mumbai,Malad,Commercial,Foggy,Others,42.0,Medium,19.0608,72.8526,"A miscellaneous public-nuisance/disturbance case was reported in Malad, Mumbai."
1475,2023-08-23,23:30,Wednesday,Delhi,Nehru Place,Residential,Rainy,Theft,89.8,High,28.6671,77.1464,"A shop reported theft of goods overnight in Nehru Place, Delhi."
1476,2024-04-26,12:30,Friday,Bangalore,Koramangala,Residential,Foggy,Burglary,57.1,Medium,12.9732,77.6498,"A house burglary was reported in a residential complex in Koramangala, Bangalore while occupants were away."
1477,2024-01-13,07:15,Saturday,Chennai,Anna Nagar,Commercial,Rainy,Others,46.7,Medium,13.0786,80.3105,"A miscellaneous public-nuisance/disturbance case was reported in Anna Nagar, Chennai."
1478,2023-10-24,21:00,Tuesday,Pune,Koregaon Park,Commercial,Rainy,Burglary,38.1,Medium,18.4855,73.8885,"Forced entry and burglary was reported at a residence in Koregaon Park, Pune."
1479,2024-08-24,10:00,Saturday,Chennai,Guindy,Residential,Foggy,Burglary,55.9,Medium,13.1194,80.2215,"Forced entry and burglary was reported at a residence in Guindy, Chennai."
1480,2023-05-07,17:00,Sunday,Jaipur,Jagatpura,Commercial,Cloudy,Robbery,49.6,Medium,26.9339,75.7864,"A robbery was reported near Jagatpura, Jaipur — valuables snatched from a pedestrian."
1481,2023-08-20,01:45,Sunday,Kolkata,Esplanade,Commercial,Clear,Burglary,38.6,Medium,22.6228,88.3773,"Forced entry and burglary was reported at a residence in Esplanade, Kolkata."
1482,2023-04-08,14:45,Saturday,Pune,Aundh,Residential,Clear,Theft,23.4,Low,18.5588,73.9164,"A theft case was reported in Aundh, Pune — a two-wheeler was stolen from a parking area."
1483,2023-12-09,13:00,Saturday,Lucknow,Gomti Nagar,Commercial,Cloudy,Theft,49.1,Medium,26.7883,80.9688,"A pickpocketing incident was reported in a crowded market in Gomti Nagar, Lucknow."
1484,2023-09-28,23:30,Thursday,Ahmedabad,Naranpura,Residential,Clear,Burglary,70.2,High,23.0725,72.6173,"A house burglary was reported in a residential complex in Naranpura, Ahmedabad while occupants were away."
1485,2024-09-16,11:15,Monday,Kolkata,Esplanade,Commercial,Clear,Theft,20.6,Low,22.6096,88.4084,"A shop reported theft of goods overnight in Esplanade, Kolkata."
1486,2023-04-22,17:30,Saturday,Lucknow,Alambagh,Residential,Cloudy,Burglary,50.8,Medium,26.8279,80.8894,"A house burglary was reported in a residential complex in Alambagh, Lucknow while occupants were away."
1487,2023-06-24,23:15,Saturday,Kolkata,Gariahat,Commercial,Cloudy,Robbery,35.1,Medium,22.5214,88.3581,"An armed robbery incident was reported at a shop in Gariahat, Kolkata."
1488,2023-03-20,02:30,Monday,Pune,Aundh,Residential,Clear,Burglary,41.2,Medium,18.4957,73.8591,"Forced entry and burglary was reported at a residence in Aundh, Pune."
1489,2024-10-07,00:30,Monday,Bangalore,Electronic City,Commercial,Cloudy,Robbery,53.5,Medium,12.9638,77.6295,"A robbery was reported near Electronic City, Bangalore — valuables snatched from a pedestrian."
1490,2023-04-30,23:15,Sunday,Jaipur,Malviya Nagar,Residential,Foggy,Robbery,70.9,High,26.8575,75.7505,"A robbery was reported near Malviya Nagar, Jaipur — valuables snatched from a pedestrian."
1491,2024-01-05,12:45,Friday,Jaipur,C Scheme,Residential,Clear,Burglary,58.0,Medium,26.8988,75.8095,"A house burglary was reported in a residential complex in C Scheme, Jaipur while occupants were away."
1492,2023-04-13,05:15,Thursday,Pune,Kothrud,Commercial,Rainy,Robbery,38.3,Medium,18.5585,73.8578,"A robbery was reported near Kothrud, Pune — valuables snatched from a pedestrian."
1493,2024-05-12,20:45,Sunday,Kolkata,Salt Lake,Residential,Foggy,Burglary,32.0,Low,22.5297,88.3292,"Forced entry and burglary was reported at a residence in Salt Lake, Kolkata."
1494,2023-04-29,07:30,Saturday,Hyderabad,Hitech City,Residential,Clear,Others,37.5,Medium,17.4186,78.4678,"A miscellaneous public-nuisance/disturbance case was reported in Hitech City, Hyderabad."
1495,2024-02-22,01:15,Thursday,Ahmedabad,Maninagar,Commercial,Cloudy,Robbery,72.2,High,22.9774,72.5237,"An armed robbery incident was reported at a shop in Maninagar, Ahmedabad."
1496,2024-09-12,01:30,Thursday,Ahmedabad,Navrangpura,Commercial,Clear,Robbery,70.3,High,22.9843,72.5133,"An armed robbery incident was reported at a shop in Navrangpura, Ahmedabad."
1497,2024-02-17,19:45,Saturday,Hyderabad,Secunderabad,Residential,Foggy,Burglary,53.5,Medium,17.4246,78.5037,"Forced entry and burglary was reported at a residence in Secunderabad, Hyderabad."
1498,2023-05-29,17:30,Monday,Mumbai,Kurla,Educational,Foggy,Burglary,64.7,Medium,19.0336,72.8855,"Forced entry and burglary was reported at a residence in Kurla, Mumbai."
1499,2024-08-06,19:15,Tuesday,Bangalore,Jayanagar,Commercial,Cloudy,Robbery,50.6,Medium,13.0123,77.6314,"A robbery was reported near Jayanagar, Bangalore — valuables snatched from a pedestrian."
1500,2024-03-16,12:00,Saturday,Hyderabad,Secunderabad,Residential,Foggy,Robbery,43.6,Medium,17.3919,78.4453,"A chain/bag-snatching robbery was reported on the main road in Secunderabad, Hyderabad."
1501,2024-03-03,00:45,Sunday,Mumbai,Malad,Commercial,Cloudy,Robbery,60.2,Medium,19.1292,72.9046,"A chain/bag-snatching robbery was reported on the main road in Malad, Mumbai."
1502,2023-11-30,21:30,Thursday,Lucknow,Indira Nagar,Commercial,Cloudy,Robbery,55.8,Medium,26.8656,80.9535,"A robbery was reported near Indira Nagar, Lucknow — valuables snatched from a pedestrian."
1503,2023-12-19,13:00,Tuesday,Hyderabad,Hitech City,Residential,Cloudy,Burglary,38.4,Medium,17.3771,78.4303,"A house burglary was reported in a residential complex in Hitech City, Hyderabad while occupants were away."
1504,2024-07-11,21:15,Thursday,Kolkata,Esplanade,Commercial,Foggy,Robbery,35.7,Medium,22.5787,88.3726,"An armed robbery incident was reported at a shop in Esplanade, Kolkata."
1505,2023-08-10,00:45,Thursday,Kolkata,Salt Lake,Residential,Foggy,Burglary,23.3,Low,22.6185,88.3959,"Forced entry and burglary was reported at a residence in Salt Lake, Kolkata."
1506,2023-05-04,08:15,Thursday,Lucknow,Chowk,Residential,Rainy,Theft,47.1,Medium,26.8572,80.979,"A shop reported theft of goods overnight in Chowk, Lucknow."
1507,2023-01-31,05:45,Tuesday,Hyderabad,Hitech City,Residential,Cloudy,Burglary,23.0,Low,17.3867,78.4987,"Forced entry and burglary was reported at a residence in Hitech City, Hyderabad."
1508,2023-04-30,12:15,Sunday,Mumbai,Andheri,Residential,Clear,Theft,44.5,Medium,19.0894,72.9165,"A theft case was reported in Andheri, Mumbai — a two-wheeler was stolen from a parking area."
1509,2024-01-20,16:00,Saturday,Bangalore,Koramangala,Residential,Rainy,Burglary,47.2,Medium,12.9204,77.6231,"A house burglary was reported in a residential complex in Koramangala, Bangalore while occupants were away."
1510,2023-07-01,20:15,Saturday,Ahmedabad,Chandkheda,Commercial,Foggy,Robbery,64.5,Medium,22.9685,72.5556,"A chain/bag-snatching robbery was reported on the main road in Chandkheda, Ahmedabad."
1511,2023-01-18,15:45,Wednesday,Hyderabad,Dilsukhnagar,Commercial,Foggy,Robbery,42.0,Medium,17.332,78.5399,"A robbery was reported near Dilsukhnagar, Hyderabad — valuables snatched from a pedestrian."
1512,2024-11-18,04:15,Monday,Kolkata,Behala,Educational,Rainy,Others,16.1,Low,22.6021,88.363,"A minor altercation/disturbance was reported near an institution in Behala, Kolkata."
1513,2023-06-14,18:00,Wednesday,Kolkata,Park Street,Educational,Rainy,Others,25.9,Low,22.5936,88.3354,"A miscellaneous public-nuisance/disturbance case was reported in Park Street, Kolkata."
1514,2024-04-09,07:00,Tuesday,Chennai,Adyar,Commercial,Cloudy,Robbery,45.6,Medium,13.1085,80.2312,"An armed robbery incident was reported at a shop in Adyar, Chennai."
1515,2024-04-23,17:00,Tuesday,Kolkata,Salt Lake,Residential,Foggy,Burglary,19.1,Low,22.6205,88.3236,"A house burglary was reported in a residential complex in Salt Lake, Kolkata while occupants were away."
1516,2023-01-01,12:00,Sunday,Mumbai,Bandra,Residential,Cloudy,Theft,50.0,Medium,19.0776,72.8981,"A theft case was reported in Bandra, Mumbai — a two-wheeler was stolen from a parking area."
1517,2024-07-13,18:30,Saturday,Ahmedabad,Naranpura,Residential,Foggy,Assault,58.8,Medium,22.9714,72.5915,"A physical assault was reported near a public gathering spot in Naranpura, Ahmedabad."
1518,2024-08-29,01:15,Thursday,Hyderabad,Dilsukhnagar,Commercial,Rainy,Assault,43.8,Medium,17.3603,78.4319,"An assault case was reported following an altercation in Dilsukhnagar, Hyderabad."
1519,2023-10-19,01:15,Thursday,Kolkata,New Town,Educational,Foggy,Assault,23.7,Low,22.5248,88.3603,"An assault case was reported following an altercation in New Town, Kolkata."
1520,2024-05-26,21:15,Sunday,Delhi,Vasant Kunj,Educational,Cloudy,Others,56.3,Medium,28.7208,77.1479,"A miscellaneous public-nuisance/disturbance case was reported in Vasant Kunj, Delhi."
1521,2023-09-25,16:45,Monday,Mumbai,Borivali,Commercial,Cloudy,Robbery,38.9,Medium,19.1156,72.9118,"A chain/bag-snatching robbery was reported on the main road in Borivali, Mumbai."
1522,2023-08-28,13:15,Monday,Lucknow,Mahanagar,Residential,Cloudy,Burglary,46.2,Medium,26.808,80.968,"Forced entry and burglary was reported at a residence in Mahanagar, Lucknow."
1523,2023-12-13,07:45,Wednesday,Kolkata,Park Street,Educational,Clear,Others,26.6,Low,22.578,88.3803,"A minor altercation/disturbance was reported near an institution in Park Street, Kolkata."
1524,2024-05-04,22:00,Saturday,Mumbai,Malad,Commercial,Foggy,Robbery,65.8,Medium,19.124,72.8799,"A robbery was reported near Malad, Mumbai — valuables snatched from a pedestrian."
1525,2023-01-03,12:15,Tuesday,Bangalore,Electronic City,Commercial,Clear,Robbery,42.5,Medium,12.9385,77.5765,"A chain/bag-snatching robbery was reported on the main road in Electronic City, Bangalore."
1526,2024-02-07,21:30,Wednesday,Delhi,Karol Bagh,Commercial,Clear,Robbery,81.7,High,28.6978,77.0551,"An armed robbery incident was reported at a shop in Karol Bagh, Delhi."
1527,2023-03-16,16:15,Thursday,Kolkata,Howrah,Commercial,Clear,Robbery,33.8,Medium,22.5807,88.4202,"A chain/bag-snatching robbery was reported on the main road in Howrah, Kolkata."
1528,2023-08-29,13:30,Tuesday,Bangalore,Jayanagar,Commercial,Clear,Robbery,42.8,Medium,13.0218,77.6367,"A robbery was reported near Jayanagar, Bangalore — valuables snatched from a pedestrian."
1529,2024-11-09,17:45,Saturday,Lucknow,Indira Nagar,Commercial,Rainy,Robbery,55.2,Medium,26.8023,80.9921,"An armed robbery incident was reported at a shop in Indira Nagar, Lucknow."
1530,2024-10-24,02:30,Thursday,Lucknow,Gomti Nagar,Commercial,Rainy,Robbery,53.4,Medium,26.8416,80.9834,"A robbery was reported near Gomti Nagar, Lucknow — valuables snatched from a pedestrian."
1531,2024-01-01,05:15,Monday,Ahmedabad,Satellite,Educational,Foggy,Others,44.0,Medium,23.0272,72.6281,"A miscellaneous public-nuisance/disturbance case was reported in Satellite, Ahmedabad."
1532,2023-10-09,12:00,Monday,Bangalore,Yelahanka,Industrial,Clear,Theft,36.8,Medium,12.967,77.6079,"A pickpocketing incident was reported in a crowded market in Yelahanka, Bangalore."
1533,2024-09-30,18:45,Monday,Kolkata,Howrah,Commercial,Foggy,Robbery,35.4,Medium,22.6127,88.3423,"A chain/bag-snatching robbery was reported on the main road in Howrah, Kolkata."
1534,2023-02-09,20:30,Thursday,Chennai,Porur,Commercial,Clear,Robbery,49.0,Medium,13.0977,80.2392,"A robbery was reported near Porur, Chennai — valuables snatched from a pedestrian."
1535,2024-11-10,11:45,Sunday,Hyderabad,Hitech City,Residential,Foggy,Burglary,38.0,Medium,17.3798,78.4313,"A house burglary was reported in a residential complex in Hitech City, Hyderabad while occupants were away."
1536,2024-07-08,05:30,Monday,Delhi,Rohini,Commercial,Rainy,Robbery,57.7,Medium,28.7069,77.0978,"An armed robbery incident was reported at a shop in Rohini, Delhi."
1537,2023-12-28,19:30,Thursday,Chennai,Velachery,Educational,Cloudy,Others,52.1,Medium,13.0387,80.2746,"A minor altercation/disturbance was reported near an institution in Velachery, Chennai."
1538,2023-07-19,17:00,Wednesday,Kolkata,Gariahat,Commercial,Rainy,Robbery,28.3,Low,22.5947,88.4138,"A robbery was reported near Gariahat, Kolkata — valuables snatched from a pedestrian."
1539,2024-05-09,05:30,Thursday,Jaipur,Sanganer,Educational,Foggy,Others,43.6,Medium,26.9008,75.798,"A miscellaneous public-nuisance/disturbance case was reported in Sanganer, Jaipur."
1540,2023-04-15,07:00,Saturday,Pune,Hadapsar,Residential,Foggy,Robbery,35.7,Medium,18.5379,73.859,"An armed robbery incident was reported at a shop in Hadapsar, Pune."
1541,2023-01-17,19:30,Tuesday,Jaipur,Sanganer,Educational,Foggy,Assault,63.3,Medium,26.8838,75.7282,"A physical assault was reported near a public gathering spot in Sanganer, Jaipur."
1542,2024-11-22,16:00,Friday,Lucknow,Gomti Nagar,Commercial,Clear,Theft,48.2,Medium,26.8065,80.9101,"A shop reported theft of goods overnight in Gomti Nagar, Lucknow."
1543,2023-10-03,01:00,Tuesday,Pune,Kothrud,Commercial,Rainy,Robbery,38.1,Medium,18.4994,73.8511,"An armed robbery incident was reported at a shop in Kothrud, Pune."
1544,2023-04-20,06:15,Thursday,Pune,Kothrud,Commercial,Rainy,Robbery,33.9,Medium,18.5107,73.884,"A chain/bag-snatching robbery was reported on the main road in Kothrud, Pune."
1545,2024-03-12,14:30,Tuesday,Mumbai,Borivali,Commercial,Clear,Theft,28.5,Low,19.1303,72.8357,"A shop reported theft of goods overnight in Borivali, Mumbai."
1546,2023-03-31,01:30,Friday,Mumbai,Kurla,Educational,Cloudy,Assault,68.3,High,19.1298,72.8323,"A physical assault was reported near a public gathering spot in Kurla, Mumbai."
1547,2024-09-11,23:15,Wednesday,Jaipur,MI Road,Industrial,Foggy,Theft,64.6,Medium,26.8806,75.789,"A shop reported theft of goods overnight in MI Road, Jaipur."
1548,2023-06-16,04:30,Friday,Pune,Aundh,Residential,Foggy,Others,30.6,Low,18.5641,73.8667,"A minor altercation/disturbance was reported near an institution in Aundh, Pune."
1549,2023-10-14,09:15,Saturday,Ahmedabad,Naranpura,Residential,Cloudy,Burglary,54.2,Medium,23.003,72.6003,"Forced entry and burglary was reported at a residence in Naranpura, Ahmedabad."
1550,2024-08-25,13:30,Sunday,Jaipur,Sanganer,Educational,Rainy,Others,57.5,Medium,26.887,75.7875,"A minor altercation/disturbance was reported near an institution in Sanganer, Jaipur."
1551,2023-03-26,22:45,Sunday,Lucknow,Gomti Nagar,Commercial,Rainy,Burglary,48.0,Medium,26.7875,80.8909,"A house burglary was reported in a residential complex in Gomti Nagar, Lucknow while occupants were away."
1552,2024-10-16,07:15,Wednesday,Hyderabad,Madhapur,Industrial,Clear,Theft,37.1,Medium,17.4303,78.5327,"A theft case was reported in Madhapur, Hyderabad — a two-wheeler was stolen from a parking area."
1553,2023-03-12,06:00,Sunday,Pune,Hadapsar,Residential,Rainy,Robbery,34.1,Medium,18.4849,73.8727,"A chain/bag-snatching robbery was reported on the main road in Hadapsar, Pune."
1554,2023-10-18,09:30,Wednesday,Delhi,Karol Bagh,Commercial,Foggy,Robbery,69.4,High,28.7301,77.0598,"A chain/bag-snatching robbery was reported on the main road in Karol Bagh, Delhi."
1555,2024-04-04,20:45,Thursday,Chennai,Mylapore,Commercial,Rainy,Robbery,54.5,Medium,13.0235,80.2547,"A chain/bag-snatching robbery was reported on the main road in Mylapore, Chennai."
1556,2023-10-22,06:00,Sunday,Delhi,Lajpat Nagar,Commercial,Cloudy,Robbery,71.4,High,28.7093,77.1405,"A chain/bag-snatching robbery was reported on the main road in Lajpat Nagar, Delhi."
1557,2023-03-06,04:15,Monday,Delhi,Saket,Commercial,Cloudy,Theft,61.4,Medium,28.7193,77.1174,"A theft case was reported in Saket, Delhi — a two-wheeler was stolen from a parking area."
1558,2023-04-03,16:15,Monday,Kolkata,Park Street,Educational,Foggy,Assault,25.2,Low,22.5987,88.3595,"An assault case was reported following an altercation in Park Street, Kolkata."
1559,2024-04-27,12:00,Saturday,Jaipur,Vaishali Nagar,Commercial,Foggy,Robbery,46.9,Medium,26.8944,75.783,"An armed robbery incident was reported at a shop in Vaishali Nagar, Jaipur."
1560,2024-05-10,04:45,Friday,Pune,Viman Nagar,Commercial,Cloudy,Others,40.1,Medium,18.4995,73.8709,"A minor altercation/disturbance was reported near an institution in Viman Nagar, Pune."
1561,2023-04-15,12:00,Saturday,Kolkata,Gariahat,Commercial,Cloudy,Others,30.0,Low,22.5901,88.325,"A minor altercation/disturbance was reported near an institution in Gariahat, Kolkata."
1562,2024-03-29,22:15,Friday,Chennai,Adyar,Commercial,Cloudy,Burglary,63.2,Medium,13.0618,80.2314,"A house burglary was reported in a residential complex in Adyar, Chennai while occupants were away."
1563,2023-04-14,23:45,Friday,Kolkata,Howrah,Commercial,Rainy,Robbery,39.2,Medium,22.5894,88.3323,"A chain/bag-snatching robbery was reported on the main road in Howrah, Kolkata."
1564,2023-06-20,10:30,Tuesday,Delhi,Saket,Commercial,Cloudy,Assault,61.7,Medium,28.7089,77.0809,"A physical assault was reported near a public gathering spot in Saket, Delhi."
1565,2023-05-06,15:45,Saturday,Hyderabad,Kukatpally,Educational,Foggy,Others,35.3,Medium,17.3598,78.5397,"A minor altercation/disturbance was reported near an institution in Kukatpally, Hyderabad."
1566,2024-08-14,15:00,Wednesday,Hyderabad,Dilsukhnagar,Commercial,Cloudy,Theft,45.5,Medium,17.4268,78.4966,"A theft case was reported in Dilsukhnagar, Hyderabad — a two-wheeler was stolen from a parking area."
